,5UTRlen,3UTRlen,CDSlen,mRNA_DW,Eff_DW,hl_RS,syn_RS,pro,tAI,TR,startWin_1_MEE,startWin_end_MEE,stopWin_1_MEE,stopWin_end_MEE,uORF,GC3,CDSminMFE,CDSmeanMFE,pAlen2
YKR072C,4.0775,4.6052,7.4319,4.2279,-0.37346,1.9021,-0.26007,5.6407,0.39,-0.81622,-7.2,-3,-3.8,-4.1,-1.6094,-0.48624,-17.9,-6.9091,34.3
YGR234W,2.9957,5.5872,7.0901,6.6831,0.24836,3.0819,-0.31608,5.9489,0.46,-1.3598,-1.3,-1.3,-9.5,-5.6,-1.6094,-0.64693,-15.2,-8.3237,29.5
YMR178W,2.9444,5.0626,6.7154,4.3766,0.0082604,3.8459,-2.3539,5.071,0.37,-2.274,-9.7,-9.7,-11.6,-4.5,-1.6094,-0.65478,-13.6,-8.8154,33.3
YNL090W,4.9767,5.8777,6.3613,4.4194,-0.18766,2.8622,-1.6399,5.0304,0.36,-2.3687,-2.2,-5.8,3.1,-2.7,0.18232,-0.68377,-12.3,-8.7833,29.8
YBR095C,3.1355,4.4308,7.1647,3.5261,-0.32495,2.5802,-1.7373,4.4961,0.39,-2.2387,-10.9,-10.9,1.1,-0.4,-1.6094,-0.60521,-13.5,-7.4167,40.6
YMR152W,2.3979,4.3307,7.0012,4.2208,0.096391,2.7279,-1.8079,5.124,0.45,-2.4102,-1.4,-1.4,-5.5,-2.7,-1.6094,-0.52253,-13.9,-7.3114,31
YMR029C,3.3322,4.4543,7.3601,3.902,-0.62483,2.6101,-2.1628,4.3438,0.39,-2.5823,-11.8,-11.8,-5.3,-9.5,-1.6094,-0.55156,-17.1,-7.3745,29.4
YJL055W,3.3322,4.0943,6.6039,5.0491,0.11077,2.7726,-0.84165,5.6513,0.41,-1.8345,-3.8,-3.8,-5.7,-1.9,-1.6094,-0.49865,-18.6,-9.5174,30.6
YPL064C,2.0794,4.0431,6.809,3.8238,-0.83464,2.451,-1.5847,3.9416,0.37,-1.5488,-6,-6,-4.2,-8.2,-1.6094,-0.61685,-17.3,-8.2,32.3
YPL086C,3.8067,4.7791,7.423,4.4893,-0.14576,2.5257,-1.3863,5.4582,0.43,-2.1594,-1.9,-6.8,5.6,-7.5,-1.6094,-0.73986,-16,-8.1981,30.9
YKR066C,2.9444,4.5218,6.9903,5.0966,-0.01734,2.7081,-1.0877,4.8468,0.41,-1.623,-7.9,-7.9,-2.4,-2.2,-1.6094,-0.32601,-17.7,-11.351,26.3
YNL161W,4.8828,6.0307,7.728,4.056,-0.34043,2.1748,-1.4439,5.0541,0.38,-2.0107,0.1,-7.9,-11,-6.1,0.18232,-0.62843,-16.5,-7.6851,24
YLR231C,1.0986,4.6728,7.2167,4.4932,0.029317,2.8959,-1.9173,3.8501,0.37,-2.9917,-10.3,-10.3,-13.5,-6.7,-1.6094,-0.52843,-15.5,-9.7364,30.3
YKL016C,4.2485,4.5539,6.2634,5.377,0.29299,3.3742,-0.67139,4.8416,0.45,-2.2009,-1.9,-5.7,-1.7,1.9,-1.6094,-0.47331,-11.5,-7.0062,29.6
YPL111W,3.8286,4.3694,6.9098,5.307,0.42798,2.1633,-0.61249,8.5224,0.42,-1.6503,-0.1,0,-4.5,2,-1.6094,-0.36007,-19.7,-11.784,26.1
YLR380W,4.5326,4.0775,7.1123,4.5745,-0.030572,2.0541,-0.99696,5.7333,0.44,-2.3592,-1.8,-3.9,-5.8,-3,0.18232,-0.26701,-15.4,-9.1846,31
YDL201W,4.2627,4.4067,6.7581,4.7141,0.14407,2.1163,-0.65778,5.193,0.42,-2.3549,-6.5,-10.8,-1.7,-2.8,-1.6094,-0.4713,-15.3,-7.3222,33.3
YIL033C,4.6347,5.1874,7.1317,4.5388,0.35603,2.2618,-0.60148,6.2166,0.4,-1.7413,0.3,0.6,-3.7,-1.7,-1.6094,-0.35748,-17.5,-9.74,33.4
YGR128C,3.6109,4.4067,7.6695,4.4568,-0.094835,1.7405,-0.41703,5.9584,0.39,-2.0326,-6.2,-6.8,-7.4,-3.2,-1.6094,-0.67732,-13.1,-6.4129,37.1
YOL056W,4.3694,5.1299,6.8156,3.6796,0.14382,2.8622,-2.1804,5.3534,0.41,-2.0867,-5,9,-6.4,-10,-1.6094,-0.5002,-12.8,-7.8759,31.1
YGL073W,2.8904,4.0254,7.8248,3.6829,-0.71501,1.8563,-1.1874,4.0719,0.36,-1.6671,-4.1,-4.1,-12.9,-3.9,-1.6094,-0.5476,-18.3,-6.5683,37.6
YGR106C,4.0254,4.6444,6.6821,5.8534,0.18385,4.8737,-1.3903,7.0475,0.43,-2.2238,-5.2,-11.5,-1.7,-5.3,-1.6094,-0.57166,-13.6,-6.752,29.2
YAL044C,2.5649,4.4067,6.2403,6.1109,0.44588,3.3979,-0.34956,7.6052,0.42,-2.0433,-3.1,-3.1,-5.4,-5.3,-1.6094,-0.34374,-15.7,-10.056,28.7
YPR081C,0.69315,4.9127,7.5267,3.015,-0.67132,2.2513,-2.0875,4.069,0.36,-2.4293,-9,-9,-8.6,-6.3,-1.6094,-0.52883,-16,-8.2367,33
YDR284C,5.6348,4.382,6.7685,4.2484,-0.041572,3.6687,-2.9375,4.5326,0.37,-2.3539,-3.9,-9.5,-9.3,-4.3,0.78846,-0.54171,-17.8,-8.8222,31.3
YJL097W,3.7842,4.2767,6.4831,4.9215,0.18401,3.5946,-1.273,6.2186,0.39,-2.7536,1.9,-2.2,-7.3,-7.3,-1.6094,-0.53149,-14.4,-7.785,32.4
YDR329C,3.0445,4.2905,7.1899,3.75,-0.3293,2.2083,-1.682,4.4228,0.33,-2.7855,-10,-10,-3.5,-1.7,-1.6094,-0.40643,-17.4,-8.4767,33.1
YNL219C,4.9767,5.0689,7.4194,4.5564,-0.60612,2.4248,-1.168,5.4424,0.38,-2.9957,-8.1,-4.9,-0.7,-0.9,-1.6094,-0.61403,-14.9,-8.9481,29.4
YOL070C,3.2958,5.0999,7.3172,4.1854,0.12566,2.2407,-1.2588,4.8283,0.35,-2.3936,-4,-4,-8.4,5.5,-1.6094,-0.49272,-16.3,-8.1531,30.9
YGR150C,3.6889,4.804,7.8613,3.3329,-1.2969,2.2083,-1.4653,4.2556,0.37,-2.3455,-8.4,-4.3,-7.5,-2.1,-1.6094,-0.59274,-15.5,-6.5459,37
YNR054C,3.5264,3.7842,6.8575,3.9394,0.49873,2.0149,-0.26919,5.0195,0.42,-1.4576,-9.8,-7.8,-1.7,0,-1.6094,-0.47671,-18.5,-8.1633,26.7
YDR130C,3.2958,4.4067,6.7754,3.382,-0.21992,2.1861,-2.501,3.8286,0.3,-2.2643,0.7,0.7,-2.2,-8.2,-1.6094,-0.51721,-17,-6.7964,35.9
YIL015W,3.4657,4.2485,7.4753,5.4057,0.035599,1.8871,-2.2256,4.9558,0.35,-0.80968,-3.5,-1.6,-6.6,0,-1.6094,-0.63076,-13.9,-7.9088,29.2
YBR291C,4.4427,3.8286,6.8024,3.2064,-0.47268,2.681,-0.6832,5.3936,0.36,-1.9296,-1.8,-2.6,-5.2,4.5,0.18232,-0.6249,-16.8,-9.9857,43.2
YML114C,2.8904,4.2485,7.335,3.5807,-0.75757,1.775,-1.2588,4.3438,0.34,-1.8553,-8.8,-8.8,-7.2,-4.9,-1.6094,-0.43607,-21.5,-7.508,40.4
YNL299W,4.4308,4.1431,7.5648,3.2577,-0.48512,1.9879,-1.5945,4.0254,0.37,-2.1337,-9.1,-7.7,-5.7,0,-1.6094,-0.57091,-18.8,-7.373,36.1
YJL030W,3.6376,4.9273,6.3818,3.73,0.14388,2.8565,-1.7661,4.0164,0.36,-2.5679,-6.2,-0.84,-1.4,2.18,-1.6094,-0.60885,-12.8,-7.5222,27.7
YDR055W,4.1109,5.0876,7.1967,4.7102,0.42505,2.0149,0.12927,4.7215,0.44,-1.8812,0,-1.6,-4.8,-1.9,-1.6094,-0.4599,-21.1,-7.9605,32.7
YLR113W,3.3673,4.625,7.1763,5.1434,-0.44215,2.3224,-0.55862,5.8081,0.41,-1.6373,-3.7,-3.7,1.1,-5.8,0.18232,-0.51216,-20.9,-9.4667,28.6
YNL207W,4.6821,3.9318,7.1531,4.2673,0.17215,2.3224,-1.047,5.6372,0.4,-2.333,-6.7,1,-7.7,-7.2,0.18232,-0.57645,-14.7,-8.3927,36.4
YMR106C,3.6636,3.7842,7.5443,2.7942,-0.50068,2.1041,-2.3645,4.086,0.36,-2.4805,-4.4,-3.1,-8.1,-6.3,-1.6094,-0.55449,-17.9,-7.8557,29.4
YGL112C,3.5553,4.8675,7.3467,4.3691,-0.25639,2.5878,-1.2344,5.2916,0.39,-2.3341,-9.3,-9.1,-8.7,-6.2,-1.6094,-0.68532,-16.7,-7.434,33.3
YDL008W,3.0445,4.7622,6.2106,4.0885,-0.22419,3.3499,-2.6593,4.8828,0.37,-1.7493,-3.5,-3.5,-2.5,-7.1,-1.6094,-0.55479,-14.3,-9.3,29.1
YGR102C,2.5649,5.1591,6.3135,3.9851,-0.31565,2.4069,-1.1239,3.9828,0.34,-2.6868,-10.2,-10.2,0.8,-10.2,-1.6094,-0.58301,-16.5,-9.1529,32.8
YJR014W,3.8501,4.5951,6.3919,5.5247,0.64765,2.76,-0.51919,6.1654,0.46,-1.2888,-4.3,1,-9.5,-10.5,-1.6094,-0.42931,-13.3,-8.2111,37.3
YDL175C,3.2581,5.3845,6.9422,3.3687,0.0072054,2.1041,-1.3984,4.0431,0.33,-1.7243,-7.9,-7.9,-7.8,-1.5,-1.6094,-0.65012,-14.7,-7.4212,39.5
YKL168C,2.1972,3.8067,7.6848,3.0219,-0.72834,2.1401,-1.7603,3.912,0.33,-2.5145,-6,-6,-8.9,-0.5,-1.6094,-0.65189,-20.4,-8.0042,34.6
YDL128W,4.1109,5.1475,7.1196,4.7507,-0.18796,2.4336,-0.58519,4.7875,0.38,-1.7109,6.4,-5.9,-4.8,-1.47,-1.6094,-0.51276,-17,-9.0675,38.7
YGR262C,2.7081,4.5218,6.667,3.9263,0.096349,2.8034,-1.8708,4.823,0.36,-2.2576,-4.4,-4.4,-15.6,-4.7,-1.6094,-0.55487,-15.7,-9.748,34.7
YDR202C,3.0445,3.5835,6.9622,3.6302,-0.6083,2.6741,-2.1628,4.4601,0.35,-1.6869,-8.3,-8.3,-4.1,-2.3,-1.6094,-0.58346,-14.8,-7.1706,36.5
YCR082W,3.8918,4.3041,5.9584,5.5165,-0.34834,2.6532,-0.53785,4.151,0.35,-1.9092,-12.8,-9.6,3.5,-1.8,-1.6094,-0.46123,-10.4,-6.8727,36.3
YOR001W,3.091,4.2485,7.6971,4.3672,-0.54463,2.2192,-0.95451,4.9972,0.35,-1.9958,-9.9,-9.9,-5.4,0.4,-1.6094,-0.61339,-14,-7.5028,32.2
YKL088W,3.0445,5.3423,7.4478,3.4125,0.21347,1.9315,-1.5006,5.4072,0.38,-1.8464,-4.8,-4.8,0,-6.5,-1.6094,-0.50297,-13.3,-7.345,46.7
YLR398C,3.6636,4.7622,8.2595,4.1645,-0.43711,1.9879,-0.98083,5.4624,0.42,-2.0054,-1.5,-2.07,-5.6,0,-1.6094,-0.60979,-20.2,-7.9417,13.8
YNR022C,3.1781,4.7274,6.0403,4.5452,-0.0061775,3.4308,-2.2256,5.2644,0.38,-1.5196,-12,-12,-11.4,-3.8,-1.6094,-0.48253,-15.1,-6.8083,35.3
YPL158C,4.2341,4.0073,7.7306,4.0478,-0.35615,1.4586,0.10885,3.8642,0.37,-1.3314,-3.2,-3.8,-3.9,0,0.18232,-0.68088,-14.5,-5.7536,33.8
YJL121C,1.9459,4.1744,6.5751,5.6229,0.22476,3.5918,-1.7661,4.7847,0.48,-2.5575,-0.7,-0.7,0.1,-2.8,-1.6094,-0.42605,-16.2,-10.25,32.2
YKL008C,3.6889,4.9767,7.1365,4.9272,-0.09209,2.8904,-0.52933,5.3214,0.4,-1.6456,-5.1,-5.4,11.3,3.9,-1.6094,-0.56122,-17.6,-8.4825,35.8
YNR004W,3.2581,6.0234,6.089,2.6504,-0.40865,4.3081,-4.1352,4.0604,0.41,-2.8824,-4.6,-4.6,-4.3,-3.5,-1.6094,-0.58699,-12.1,-8.2769,39.2
YPL032C,5.3033,5.8833,7.8152,4.5171,-0.3746,1.4586,-0.0050125,5.0978,0.38,-1.6114,-5.7,1.7,0,6.9,-1.6094,-0.59011,-16.4,-6.4495,27.8
YPL045W,4.7095,5.4681,7.782,3.5613,-0.84267,1.8718,-1.4106,4.3862,0.36,-2.3677,-7.1,4.5,2.3,-6,0.18232,-0.55927,-17.5,-8.0256,33.7
YNL126W,4.0073,4.625,7.8403,3.3958,-1.0774,2.5337,-1.9661,4.0073,0.34,-2.9937,-12.1,-7.9,-5.5,-9.5,-1.6094,-0.64411,-15.4,-6.9475,35.8
YOL139C,2.4849,4.6151,6.4646,6.6426,0.19648,3.5086,-0.25618,7.8493,0.5,-1.2662,0.1,0.1,0.9,-8.6,-1.6094,-0.66213,-16.5,-8.715,22.1
YBR207W,3.9512,4.7536,7.2428,4.2093,-0.21589,2.4336,-1.1584,6.1174,0.37,-1.8754,8.7,-9.5,1.1,-2.5,-1.6094,-0.51689,-17,-8.8378,37.4
YIL114C,2.7726,4.2485,6.7405,3.9814,-0.41493,2.8848,-2.3539,3.8501,0.37,-2.4865,-0.4,-0.4,-8.2,-0.8,-1.6094,-0.47029,-17.2,-10.193,43.7
YMR301C,3.6889,4.3567,7.6368,3.8225,-0.62877,2.2721,-1.4872,4.1692,0.35,-1.8496,-2.5,-4.2,-2.4,-3.5,-1.6094,-0.51141,-22.3,-9.4824,30.9
YMR188C,4.2905,4.7622,6.5709,3.9888,0.31904,2.4069,-1.2658,5.3582,0.4,-2.2312,0.2,-5,-0.4,-1.5,-1.6094,-0.59024,-14,-7.5091,33.3
YER022W,3.5835,4.585,7.6324,3.6829,-0.3503,2.7014,-2.333,5.0978,0.38,-2.3903,-2.4,-2.4,-5.2,-3.7,-1.6094,-0.629,-15.2,-6.5164,39.1
YMR205C,3.8067,5.2095,7.9655,6.9336,-0.025633,2.3224,0.76686,8.714,0.55,-0.54714,-9.9,1.1,-6.6,-2.1,0.18232,-0.58447,-19.8,-9.7288,30.8
YOR232W,4.7622,4.8978,6.5323,5.7585,0.25113,3.2068,-0.79629,5.0752,0.49,-1.7632,-2.3,-9.7,-7.6,-4.3,0.18232,-0.63628,-15.8,-7.4476,28.5
YGR281W,5.4205,5.2095,8.3971,4.7253,-1.0212,2.1861,1.054,4.9995,0.41,-2.2303,-6.7,-3.9,-3,-0.7,-1.6094,-0.62664,-17.4,-8.239,32.5
YBR097W,3.434,4.3175,8.3814,3.2914,-1.1787,2.3125,-1.8839,3.9797,0.36,-2.5929,-4,-4,-7.3,-2.6,-1.6094,-0.64618,-23.2,-6.6847,33.6
YEL051W,3.8501,4.654,6.6477,6.2162,-0.0029596,3.4468,-0.33968,6.508,0.5,-1.4723,-9.1,-8.5,-5.7,-6.5,-1.6094,-0.66262,-14,-8.6708,23.8
YGR014W,5.5452,4.8363,8.2741,4.8379,-0.64323,1.5261,0.60922,5.4191,0.33,-1.3641,0.7,0,-11.2,-6.6,0.18232,-0.65257,-16.8,-7.9809,26.9
YFL007W,4.9767,4.3307,8.769,4.6251,-1.0818,2.1633,-0.83471,3.7377,0.38,-2.6578,-5.9,-5.3,-10.6,-9.4,-1.6094,-0.56262,-17.6,-7.4524,34.5
YPL084W,3.7136,5.0039,7.8379,4.1117,-0.40768,1.9741,-1.3432,5.2347,0.39,-2.3838,-8.6,-6.7,0.3,0.1,-1.6094,-0.63363,-11.8,-6.8494,40.4
YDR354W,4.3307,4.2195,7.0414,4.3174,-0.23914,2.3979,-0.81871,6.6174,0.37,-2.2818,-5.4,-3.5,-5.2,-7.3,-1.6094,-0.54068,-26.5,-9.227,32.5
YLL001W,3.7842,5.112,7.7293,3.9786,-0.061151,2.4765,-1.4188,3.8501,0.4,-2.028,-6.4,-4.1,-0.7,-3.8,-1.6094,-0.65434,-15.4,-8.0676,30.5
YJR062C,2.5649,4.1431,7.2255,3.4754,-0.41433,2.3026,-1.8389,3.8781,0.36,-2.5929,-11.8,-11.8,-7.5,2,-1.6094,-0.60781,-15.1,-8,37.8
YNL167C,5.8721,5.3799,7.5725,3.3293,-0.54619,0.99325,-0.4716,4.2341,0.33,-2.183,-13.3,-2.5,-5.7,-7,-1.6094,-0.66202,-16.2,-6.427,38.8
YIL133C,2.8332,4.1589,6.3969,7.6933,0.25266,4.4613,-0.012073,4.6085,0.6,-0.40902,-3.5,-3.5,-3.6,1.6,-1.6094,-0.62802,-13.8,-9.5389,28.3
YLR248W,6.3596,4.9628,7.5137,4.6467,-0.27851,2.3795,-0.99425,5.3311,0.41,-1.4201,1.8,-6.8,-7.8,-2.7,0.18232,-0.5972,-14.8,-7.7367,33.5
YDR089W,4.7958,4.5109,7.8671,3.9737,-0.50358,2.1518,-1.0936,3.7377,0.36,-2.8542,-3.2,2,-4.1,-4.6,-1.6094,-0.64573,-15.8,-7.1494,46.6
YIR024C,1.9459,4.2341,6.4785,2.9031,0.38831,2.785,-2.4651,4.0604,0.41,-1.8579,-6.5,-6.5,-4.4,-1.3,-1.6094,-0.60975,-16.1,-7.35,32.6
YDL203C,5.1705,5.2781,7.5348,3.4995,-0.7855,2.1518,-1.7093,4.313,0.34,-2.3361,-4.2,-8.3,1.3,-3.9,-1.6094,-0.55921,-20.4,-8.9623,33.4
YLR215C,4.0943,4.654,6.9875,3.3666,-0.32638,2.681,-2.1982,4.2905,0.38,-2.2064,-3.9,-6.1,0,7.7,-1.6094,-0.53654,-15.4,-7.3943,27.7
YOL054W,4.0775,4.2767,7.1074,2.7651,0.25096,1.9601,-1.6874,4.151,0.37,-2.0557,-2.5,-3.9,-5.6,-6.9,-1.6094,-0.55016,-17.4,-7.5462,26.3
YFR001W,3.1781,4.2485,6.4216,4.3952,0.46152,3.1355,-0.92382,4.1163,0.42,-2.0032,2.3,2.3,-3,-9,-1.6094,-0.69146,-9.9,-6.0421,31.8
YLR335W,3.1355,4.5539,7.6793,4.8884,-0.013577,2.0149,-0.43541,5.9035,0.39,-1.8251,-5.3,-5.3,2.1,-10.5,-1.6094,-0.63256,-17,-7.2775,26.6
YJR088C,3.8918,4.8598,6.7788,4.7748,0.21451,2.5878,-1.4828,5.9747,0.4,-1.751,-1.1,-3.67,-2.2,-2.1,-1.6094,-0.56054,-15.7,-7.8536,42.7
YBR268W,2.6391,4.5643,5.7621,4.5701,0.41094,3.2884,-1.4313,4.7763,0.29,-1.4908,-14.6,-14.6,2.8,5.9,-1.6094,-0.29403,-17.2,-11.133,29.3
YPR083W,3.1781,4.7875,7.4616,2.6824,-0.81676,1.9169,-2.0025,4.2836,0.36,-2.4604,-8.7,-8.7,-3.7,0,-1.6094,-0.53286,-15.2,-7.5929,32.7
YOL149W,1.9459,4.7707,6.5453,4.1708,0.053067,3.7842,-2.273,4.9511,0.36,-2.1087,-9.3,-9.3,-12.3,-11.5,-1.6094,-0.66958,-12.1,-6.7455,34.5
YOR046C,3.434,4.2195,7.2786,5.4796,0.051143,2.76,-0.81871,5.9358,0.45,-1.6368,-2.3,0,-4.7,-1.9,-1.6094,-0.70306,-12.4,-7.1128,28
YPR187W,2.7726,4.382,6.1485,5.83,0.15983,2.1748,0.52117,7.1264,0.48,-1.1466,-8.5,-8.5,-11.1,-6.1,-1.6094,-0.59053,-15.1,-8.8071,34.8
YEL018W,1.3863,6.073,6.7334,3.4411,-0.064838,1.7918,-1.0556,4.4735,0.33,-1.5516,-8.5,-8.5,-9.3,0.2,-1.6094,-0.42628,-13.6,-8.0462,36.2
YLL022C,5.8861,4.0604,7.0544,3.8208,0.01673,2.3795,-1.9519,4.9369,0.39,-2.7678,-7.8,-8.4,-8.1,-4.9,-1.6094,-0.40747,-24.5,-9.4459,36.7
YOL072W,3.091,4.7536,7.2211,2.8633,-0.58403,2.0541,-1.9805,3.989,0.31,-2.3116,-6.7,-6.7,-9.9,3.69,-1.6094,-0.43205,-16.6,-7.7205,37.3
YML116W,4.3944,4.8978,7.3957,3.0815,-0.80213,2.0541,-1.1712,6.4292,0.34,-2.2462,-7.7,-1.4,-7.8,-4.1,0.18232,-0.58855,-17.4,-9.3792,39.3
YDR185C,4.625,5.3033,6.2916,2.0042,0.038339,3.1224,-3.2442,3.7842,0.31,-1.6503,-0.5,-7.3,-6.9,-1.9,-1.6094,-0.42264,-14.2,-8.6687,31.5
YNL220W,4.5109,4.5218,7.1717,5.791,0.18708,2.4336,0.44725,7.5817,0.5,-2.2759,-4.4,-12.2,-1.8,-1.3,-1.6094,-0.64865,-16.6,-9.4476,31
YOR152C,5.0938,5.112,6.6477,3.1793,-1.2536,2.9124,-1.9449,4.2195,0.38,-3.4143,-5,-0.4,-6,-4.4,0.18232,-0.5969,-13.9,-6.9583,30.7
YPR172W,3.4657,4.7362,6.4019,4.3969,0.3154,2.8449,-2.1893,4.313,0.4,-2.8647,-5.4,-6.3,-8.8,0,-1.6094,-0.48368,-13.1,-7.4,38.9
YPR023C,3.6636,4.4308,7.0951,4.5076,-0.37768,2.2618,-1.0189,4.1589,0.34,-1.8177,-6.7,-4.2,-7.8,-1.2,-1.6094,-0.45583,-18.3,-9.659,31.7
YPL126W,3.5835,4.6444,7.8977,4.8337,-0.35235,1.7918,-0.064005,5.8309,0.39,-1.6353,-5.3,-3.1,-4.9,-4.6,-1.6094,-0.53906,-16.2,-7.2489,28
YLR144C,2.8904,4.7274,7.7579,3.5148,-0.40442,2.1282,-1.7373,4.2767,0.37,-2.4569,-1.5,-1.5,-5.3,-5.1,-1.6094,-0.63549,-17.1,-7.8737,31.7
YER163C,1.9459,3.7612,6.5497,4.2051,-0.40673,3.3569,-2.2256,3.7728,0.32,-2.3036,-9.6,-9.6,-7.3,-6.9,-1.6094,-0.5026,-16,-9.5091,30.9
YGL110C,1.7918,4.5643,7.5364,3.3036,-0.23553,1.8405,-1.3394,4.7958,0.38,-2.0092,-0.4,-0.4,-7.1,-6.6,-1.6094,-0.66039,-15.7,-7.477,37.2
YMR241W,4.9767,3.9318,6.8512,5.674,-0.0044051,3.3142,-0.68916,6.7769,0.48,-1.4346,-3.4,-3.1,-5.4,1.1,0.78846,-0.55726,-22.3,-10.473,29.9
YPL183C,2.3026,4.3694,8.0203,4.2248,-0.42661,2.1041,-0.78966,5.0348,0.36,-1.2235,-7.2,-7.2,-8.7,1.1,-1.6094,-0.61303,-15.2,-8.3347,30.7
YDR166C,4.1271,4.5747,7.978,3.615,-0.57953,2.1748,-1.6399,4.5884,0.39,-2.5588,-9.5,-8.5,-3.2,-9,-1.6094,-0.59827,-17.8,-6.2428,29.6
YPR118W,3.5835,4.2485,7.1196,5.1444,-0.23212,3.4965,-1.7487,5.0151,0.4,-2.1821,-9.7,0.6,-6.7,-6.2,-1.6094,-0.64703,-18.8,-9.298,32.4
YDL100C,3.5553,4.3307,6.9707,6.0858,0.096903,3.1527,-0.48127,6.1903,0.49,-1.2073,-3.7,-1.8,-6.7,-8.2,-1.6094,-0.52515,-16.9,-8.9676,27
YMR284W,2.5649,4.5747,7.5005,3.0681,-0.68297,2.2925,-1.9105,4.1109,0.38,-3.2702,-9.6,-9.6,-3.9,-6.5,-1.6094,-0.67261,-15.2,-7.3169,16.4
YGR063C,1.7918,4.6444,5.7333,4.756,0.52933,2.4069,-1.0356,6.2947,0.33,-1.0139,-5.8,-5.8,-6.3,-6,-1.6094,-0.45374,-22.9,-15.567,43.3
YKR011C,4.6728,4.7274,6.9679,3.4459,0.49515,1.9459,-1.3863,4.2195,0.37,-2.4068,2.2,-8,5.96,-0.65,-1.6094,-0.56211,-14.5,-7.85,35.1
YNL044W,4.2627,5.118,6.2748,4.9699,0.11845,3.5582,-1.3943,6.69,0.42,-1.5654,-4.7,-5.9,-1.2,-4.7,-1.6094,-0.53763,-12.7,-8.3938,33.6
YDR200C,4.1589,4.8828,7.5038,3.3276,-0.85438,1.8405,-1.2946,4.1271,0.36,-2.6824,-3.3,-5.8,-5.1,-4.6,-1.6094,-0.73145,-18.3,-6.4749,32.6
YOR007C,1.3863,5.0106,6.9479,6.5637,-0.14032,3.2068,0.061095,6.2735,0.45,0.25611,-8.1,-8.1,-7,-2,-1.6094,-0.67057,-15.7,-9.1182,31.2
YBR101C,3.8918,3.7136,6.7719,4.6544,0.11557,2.3888,-1.0079,6.2866,0.39,0.067565,-3.6,-4.6,6.4,-4.1,-1.6094,-0.54997,-21.7,-7.3179,34.4
YDR375C,2.9957,4.0604,7.2233,3.484,-0.65965,2.3702,-1.8452,3.7917,0.39,-2.4817,-7,-7,-10.2,-10.5,-1.6094,-0.52178,-18,-9.2841,36.6
YKL195W,3.5264,4.852,7.1,4.9586,-0.18366,2.5177,-0.57448,4.8095,0.42,-0.75226,2.7,-4.2,-3.6,-4.1,-1.6094,-0.66766,-16.4,-8.8026,30.2
YDR320C,1.7918,4.4773,7.6044,3.6981,-0.17379,2.0015,-1.2276,4.9995,0.39,-2.4236,-0.2,-0.2,-0.4,-4.3,-1.6094,-0.57035,-15.8,-6.9508,39
YPL030W,4.0254,4.6634,7.4407,3.9427,-0.18411,1.8405,-1.0642,5.5026,0.39,-2.0503,-8.8,-1.6,-6.1,0.7,-1.6094,-0.57021,-18.9,-7.7091,35.7
YDR452W,5.0106,3.6109,7.6133,4.7225,-0.70163,2.3224,-0.31197,4.119,0.4,-2.3539,-9.7,-8.1,-8,-3.9,0.18232,-0.55542,-16,-7.4259,32.2
YOR069W,4.3438,4.7362,7.6148,3.8047,-0.017747,2.1633,-1.575,4.7065,0.38,-1.9187,-0.9,-5.9,-3.7,-2.7,-1.6094,-0.58786,-19,-8.5061,36.8
YGR038W,4.9273,4.92,6.5058,4.23,0.23357,2.6247,-1.2276,5.4293,0.37,-1.7322,-2.4,-1.6,-2.2,-2.5,0.18232,-0.62747,-14.7,-8.5571,33
YER140W,4.0604,5.3799,7.4212,3.3436,-0.93213,2.5257,-2.2073,4.0943,0.31,-2.2907,-2.8,-5.1,-7.6,-8.5,-1.6094,-0.54777,-15,-7.2476,35.3
YGR156W,4.8978,3.9512,7.1531,3.3776,-0.075474,1.5261,-1.0051,5.2257,0.35,-1.9386,0,-6,-2.2,-6.6,-1.6094,-0.58906,-20.2,-7.1163,32
YGL169W,4.0775,3.0445,7.1554,3.7138,-0.30366,2.3514,-1.4653,4.313,0.34,-2.3497,1.8,-3.2,-10.3,-10.3,0.18232,-0.73108,-14.3,-7.9122,37.5
YOL006C,5.5607,5.0689,7.745,4.2577,-0.24117,2.0015,-0.91879,4.6217,0.42,-1.6291,-3.3,-6.7,-4.4,-8.8,-1.6094,-0.56815,-14.6,-6.7507,29.4
YDL066W,3.3322,4.5747,7.1601,5.9296,-0.074315,3.2581,-1.0244,6.8065,0.49,-2.779,-5.7,-5.7,-4.9,-6.1,-1.6094,-0.44858,-18.1,-9.722,52.4
YLR132C,3.2581,5.9054,6.7719,2.8214,-0.48536,1.9169,-2.577,4.4543,0.3,-3.52,-10.7,-10.7,-2.3,-15,-1.6094,-0.56196,-15.5,-6.8607,40.4
YDR398W,3.5835,4.5326,7.5663,4.4055,-0.10428,2.1163,-0.046044,6.1506,0.42,-1.212,2.4,-4.3,-4.1,-2.7,-1.6094,-0.5003,-14.8,-8.2762,31.6
YLR018C,4.0073,4.6052,6.8024,4.2408,-0.39465,2.1633,-1.6094,5.4553,0.32,-1.785,-10.9,-2.8,-7.2,-4.1,-1.6094,-0.32576,-18.3,-8.2714,29.9
YKR085C,2.0794,4.0604,6.3767,4.75,-0.17204,2.3026,-1.2413,4.5486,0.37,-1.575,-17.5,-17.5,-8.1,-2.2,-1.6094,-0.49083,-17.5,-8.9111,28.9
