,5UTRlen,3UTRlen,CDSlen,mRNA_DW,Eff_DW,hl_JC_RZ,syn_JC_RZ,pro,tAI,TR,startWin_1_MEE,startWin_end_MEE,stopWin_1_MEE,stopWin_end_MEE,uORF,GC3,CDSminMFE,CDSmeanMFE,pAlen2
YKL016C,4.2485,4.5539,6.2634,5.377,0.29299,2.1401,2.4451,4.8416,0.45,-2.2009,-1.9,-5.7,-1.7,1.9,-1.6094,-0.4809,-11.5,-7.0062,29.6
YPL111W,3.8286,4.3694,6.9098,5.307,0.42798,2.3321,1.9813,8.5224,0.42,-1.6503,-0.1,0,-4.5,2,-1.6094,-0.36683,-19.7,-11.784,26.1
YLR380W,4.5326,4.0775,7.1123,4.5745,-0.030572,1.9741,0.80073,5.7333,0.44,-2.3592,-1.8,-3.9,-5.8,-3,0.18232,-0.27318,-15.4,-9.1846,31
YMR012W,4.852,4.9053,8.2517,6.0555,-0.49845,3.92,1.0574,6.8204,0.45,-1.9372,-8,3.2,1.3,-8.6,-1.6094,-0.62644,-15.4,-7.1238,22.6
YDL201W,4.2627,4.4067,6.7581,4.7141,0.14407,1.1632,2.6328,5.193,0.42,-2.3549,-6.5,-10.8,-1.7,-2.8,-1.6094,-0.47887,-15.3,-7.3222,33.3
YIL033C,4.6347,5.1874,7.1317,4.5388,0.35603,2.5177,1.7406,6.2166,0.4,-1.7413,0.3,0.6,-3.7,-1.7,-1.6094,-0.36423,-17.5,-9.74,33.4
YGR128C,3.6109,4.4067,7.6695,4.4568,-0.094835,1.335,2.0061,5.9584,0.39,-2.0326,-6.2,-6.8,-7.4,-3.2,-1.6094,-0.68663,-13.1,-6.4129,37.1
YOL056W,4.3694,5.1299,6.8156,3.6796,0.14382,0.83291,1.7364,5.3534,0.41,-2.0867,-5,9,-6.4,-10,-1.6094,-0.50799,-12.8,-7.8759,31.1
YGL073W,2.8904,4.0254,7.8248,3.6829,-0.71501,2.4765,0.47112,4.0719,0.36,-1.6671,-4.1,-4.1,-12.9,-3.9,-1.6094,-0.55577,-18.3,-6.5683,37.6
YGR106C,4.0254,4.6444,6.6821,5.8534,0.18385,2.6247,2.6074,7.0475,0.43,-2.2238,-5.2,-11.5,-1.7,-5.3,-1.6094,-0.58003,-13.6,-6.752,29.2
YAL044C,2.5649,4.4067,6.2403,6.1109,0.44588,3.3322,2.8646,7.6052,0.42,-2.0433,-3.1,-3.1,-5.4,-5.3,-1.6094,-0.35039,-15.7,-10.056,28.7
YPR081C,0.69315,4.9127,7.5267,3.015,-0.67132,2.6741,0.23003,4.069,0.36,-2.4293,-9,-9,-8.6,-6.3,-1.6094,-0.53685,-16,-8.2367,33
YDR284C,5.6348,4.382,6.7685,4.2484,-0.041572,1.9315,1.9742,4.5326,0.37,-2.3539,-3.9,-9.5,-9.3,-4.3,0.78846,-0.54983,-17.8,-8.8222,31.3
YJL097W,3.7842,4.2767,6.4831,4.9215,0.18401,2.0281,2.0138,6.2186,0.39,-2.7536,1.9,-2.2,-7.3,-7.3,-1.6094,-0.53953,-14.4,-7.785,32.4
YDR329C,3.0445,4.2905,7.1899,3.75,-0.3293,2.6532,0.51872,4.4228,0.33,-2.7855,-10,-10,-3.5,-1.7,-1.6094,-0.41352,-17.4,-8.4767,33.1
YNL219C,4.9767,5.0689,7.4194,4.5564,-0.60612,1.5261,2.0011,5.4424,0.38,-2.9957,-8.1,-4.9,-0.7,-0.9,-1.6094,-0.62276,-14.9,-8.9481,29.4
YOL070C,3.2958,5.0999,7.3172,4.1854,0.12566,2.1972,1.2532,4.8283,0.35,-2.3936,-4,-4,-8.4,5.5,-1.6094,-0.50046,-16.3,-8.1531,30.9
YGR150C,3.6889,4.804,7.8613,3.3329,-1.2969,0.99325,2.0294,4.2556,0.37,-2.3455,-8.4,-4.3,-7.5,-2.1,-1.6094,-0.60129,-15.5,-6.5459,37
YNR054C,3.5264,3.7842,6.8575,3.9394,0.49873,1.4351,1.9061,5.0195,0.42,-1.4576,-9.8,-7.8,-1.7,0,-1.6094,-0.48432,-18.5,-8.1633,26.7
YDR130C,3.2958,4.4067,6.7754,3.382,-0.21992,2.5494,0.29047,3.8286,0.3,-2.2643,0.7,0.7,-2.2,-8.2,-1.6094,-0.52513,-17,-6.7964,35.9
YIL015W,3.4657,4.2485,7.4753,5.4057,0.035599,1.9459,1.4625,4.9558,0.35,-0.80968,-3.5,-1.6,-6.6,0,-1.6094,-0.63964,-13.9,-7.9088,29.2
YML114C,2.8904,4.2485,7.335,3.5807,-0.75757,1.361,1.1398,4.3438,0.34,-1.8553,-8.8,-8.8,-7.2,-4.9,-1.6094,-0.44337,-21.5,-7.508,40.4
YNL299W,4.4308,4.1431,7.5648,3.2577,-0.48512,0.47,1.7865,4.0254,0.37,-2.1337,-9.1,-7.7,-5.7,0,-1.6094,-0.57928,-18.8,-7.373,36.1
YJL030W,3.6376,4.9273,6.3818,3.73,0.14388,2.2721,0.83312,4.0164,0.36,-2.5679,-6.2,-0.84,-1.4,2.18,-1.6094,-0.61753,-12.8,-7.5222,27.7
YDR055W,4.1109,5.0876,7.1967,4.7102,0.42505,1.8405,2.8711,4.7215,0.44,-1.8812,0,-1.6,-4.8,-1.9,-1.6094,-0.46738,-21.1,-7.9605,32.7
YLR113W,3.3673,4.625,7.1763,5.1434,-0.44215,2.5337,2.0564,5.8081,0.41,-1.6373,-3.7,-3.7,1.1,-5.8,0.18232,-0.52005,-20.9,-9.4667,28.6
YNL207W,4.6821,3.9318,7.1531,4.2673,0.17215,1.5892,1.5564,5.6372,0.4,-2.333,-6.7,1,-7.7,-7.2,0.18232,-0.58486,-14.7,-8.3927,36.4
YER165W,3.091,5.204,7.4582,7.0217,0.1599,3.7305,1.8357,3.8067,0.57,-0.46522,-4.7,-4.7,-5.5,-7.9,-1.6094,-0.5717,-18,-9.0679,31
YMR106C,3.6636,3.7842,7.5443,2.7942,-0.50068,0.95551,1.36,4.086,0.36,-2.4805,-4.4,-3.1,-8.1,-6.3,-1.6094,-0.56272,-17.9,-7.8557,29.4
YGL112C,3.5553,4.8675,7.3467,4.3691,-0.25639,1.5892,1.8384,5.2916,0.39,-2.3341,-9.3,-9.1,-8.7,-6.2,-1.6094,-0.6947,-16.7,-7.434,33.3
YDL008W,3.0445,4.7622,6.2106,4.0885,-0.22419,1.4816,2.019,4.8828,0.37,-1.7493,-3.5,-3.5,-2.5,-7.1,-1.6094,-0.56302,-14.3,-9.3,29.1
YGR102C,2.5649,5.1591,6.3135,3.9851,-0.31565,2.7788,0.85597,3.9828,0.34,-2.6868,-10.2,-10.2,0.8,-10.2,-1.6094,-0.59148,-16.5,-9.1529,32.8
YJR014W,3.8501,4.5951,6.3919,5.5247,0.64765,2.8273,1.8492,6.1654,0.46,-1.2888,-4.3,1,-9.5,-10.5,-1.6094,-0.43656,-13.3,-8.2111,37.3
YDL175C,3.2581,5.3845,6.9422,3.3687,0.0072054,2.6946,0.16742,4.0431,0.33,-1.7243,-7.9,-7.9,-7.8,-1.5,-1.6094,-0.65918,-14.7,-7.4212,39.5
YKL168C,2.1972,3.8067,7.6848,3.0219,-0.72834,2.451,0.18807,3.912,0.33,-2.5145,-6,-6,-8.9,-0.5,-1.6094,-0.66096,-20.4,-8.0042,34.6
YFL026W,3.4012,5.2417,7.167,6.1619,-0.3894,1.5476,2.9785,6.352,0.37,-0.56229,-5.3,-5.3,-0.8,-8.1,-1.6094,-0.63268,-16.8,-7.6738,33.7
YDL128W,4.1109,5.1475,7.1196,4.7507,-0.18796,1.4816,3.0005,4.7875,0.38,-1.7109,6.4,-5.9,-4.8,-1.47,-1.6094,-0.52065,-17,-9.0675,38.7
YGR262C,2.7081,4.5218,6.667,3.9263,0.096349,1.6292,1.5303,4.823,0.36,-2.2576,-4.4,-4.4,-15.6,-4.7,-1.6094,-0.5631,-15.7,-9.748,34.7
YDR202C,3.0445,3.5835,6.9622,3.6302,-0.6083,2.9957,-0.031398,4.4601,0.35,-1.6869,-8.3,-8.3,-4.1,-2.3,-1.6094,-0.59193,-14.8,-7.1706,36.5
YCR082W,3.8918,4.3041,5.9584,5.5165,-0.34834,2.5649,2.2397,4.151,0.35,-1.9092,-12.8,-9.6,3.5,-1.8,-1.6094,-0.46872,-10.4,-6.8727,36.3
YOR001W,3.091,4.2485,7.6971,4.3672,-0.54463,1.4351,1.8685,4.9972,0.35,-1.9958,-9.9,-9.9,-5.4,0.4,-1.6094,-0.62212,-14,-7.5028,32.2
YNR022C,3.1781,4.7274,6.0403,4.5452,-0.0061775,2.0281,2.3333,5.2644,0.38,-1.5196,-12,-12,-11.4,-3.8,-1.6094,-0.49018,-15.1,-6.8083,35.3
YPL158C,4.2341,4.0073,7.7306,4.0478,-0.35615,1.2809,1.6218,3.8642,0.37,-1.3314,-3.2,-3.8,-3.9,0,0.18232,-0.69022,-14.5,-5.7536,33.8
YJL121C,1.9459,4.1744,6.5751,5.6229,0.22476,3.7932,1.0182,4.7847,0.48,-2.5575,-0.7,-0.7,0.1,-2.8,-1.6094,-0.43328,-16.2,-10.25,32.2
YKL008C,3.6889,4.9767,7.1365,4.9272,-0.09209,1.4351,2.6694,5.3214,0.4,-1.6456,-5.1,-5.4,11.3,3.9,-1.6094,-0.56951,-17.6,-8.4825,35.8
YNR004W,3.2581,6.0234,6.089,2.6504,-0.40865,2.0015,0.37148,4.0604,0.41,-2.8824,-4.6,-4.6,-4.3,-3.5,-1.6094,-0.5955,-12.1,-8.2769,39.2
YPL032C,5.3033,5.8833,7.8152,4.5171,-0.3746,2.4159,0.58211,5.0978,0.38,-1.6114,-5.7,1.7,0,6.9,-1.6094,-0.59864,-16.4,-6.4495,27.8
YPL045W,4.7095,5.4681,7.782,3.5613,-0.84267,1.6864,1.0963,4.3862,0.36,-2.3677,-7.1,4.5,2.3,-6,0.18232,-0.56754,-17.5,-8.0256,33.7
YOL139C,2.4849,4.6151,6.4646,6.6426,0.19648,2.0412,3.8917,7.8493,0.5,-1.2662,0.1,0.1,0.9,-8.6,-1.6094,-0.6713,-16.5,-8.715,22.1
YBR207W,3.9512,4.7536,7.2428,4.2093,-0.21589,1.9169,1.474,6.1174,0.37,-1.8754,8.7,-9.5,1.1,-2.5,-1.6094,-0.52481,-17,-8.8378,37.4
YIL114C,2.7726,4.2485,6.7405,3.9814,-0.41493,2.0015,1.606,3.8501,0.37,-2.4865,-0.4,-0.4,-8.2,-0.8,-1.6094,-0.47785,-17.2,-10.193,43.7
YMR188C,4.2905,4.7622,6.5709,3.9888,0.31904,1.3863,2.6214,5.3582,0.4,-2.2312,0.2,-5,-0.4,-1.5,-1.6094,-0.59877,-14,-7.5091,33.3
YLR130C,4.7095,4.2195,7.146,4.1738,-1.1403,0.99325,2.395,4.3944,0.35,-1.6145,-0.6,-12,-9.7,-4.4,-1.6094,-0.61013,-17.2,-9.3463,35.3
YER022W,3.5835,4.585,7.6324,3.6829,-0.3503,1.8718,1.1113,5.0978,0.38,-2.3903,-2.4,-2.4,-5.2,-3.7,-1.6094,-0.63787,-15.2,-6.5164,39.1
YMR205C,3.8067,5.2095,7.9655,6.9336,-0.025633,3.989,1.777,8.714,0.55,-0.54714,-9.9,1.1,-6.6,-2.1,0.18232,-0.59295,-19.8,-9.7288,30.8
YML017W,4.2485,5.79,7.4855,4.6322,0.12843,1.8405,2.0629,5.4999,0.38,-1.982,-0.1,-5.5,-8.4,-5,-1.6094,-0.61462,-21,-7.4841,37.5
YOR232W,4.7622,4.8978,6.5323,5.7585,0.25113,1.3083,3.7926,5.0752,0.49,-1.7632,-2.3,-9.7,-7.6,-4.3,0.18232,-0.64521,-15.8,-7.4476,28.5
YEL051W,3.8501,4.654,6.6477,6.2162,-0.0029596,2.8959,2.4114,6.508,0.5,-1.4723,-9.1,-8.5,-5.7,-6.5,-1.6094,-0.6718,-14,-8.6708,23.8
YGR014W,5.5452,4.8363,8.2741,4.8379,-0.64323,1.2809,1.495,5.4191,0.33,-1.3641,0.7,0,-11.2,-6.6,0.18232,-0.66165,-16.8,-7.9809,26.9
YPL084W,3.7136,5.0039,7.8379,4.1117,-0.40768,3.5667,-0.42005,5.2347,0.39,-2.3838,-8.6,-6.7,0.3,0.1,-1.6094,-0.64254,-11.8,-6.8494,40.4
YDR354W,4.3307,4.2195,7.0414,4.3174,-0.23914,1.4816,2.6314,6.6174,0.37,-2.2818,-5.4,-3.5,-5.2,-7.3,-1.6094,-0.5488,-26.5,-9.227,32.5
YML028W,3.3673,4.654,6.3818,8.0438,0.56707,3.8628,2.8235,8.8233,0.61,-0.12273,-4.2,-4.2,-5.3,-0.6,-1.6094,-0.35424,-17.8,-11.206,30.1
YLL001W,3.7842,5.112,7.7293,3.9786,-0.061151,2.1163,1.3478,3.8501,0.4,-2.028,-6.4,-4.1,-0.7,-3.8,-1.6094,-0.66344,-15.4,-8.0676,30.5
YLR043C,2.8904,4.4998,5.743,6.7537,0.3543,3.2268,2.5995,6.7792,0.56,-1.6983,-4.7,-4.7,-6.5,-7.2,-1.6094,-0.6347,-16.8,-9.1889,24.6
YJR062C,2.5649,4.1431,7.2255,3.4754,-0.41433,2.1041,0.97321,3.8781,0.36,-2.5929,-11.8,-11.8,-7.5,2,-1.6094,-0.61649,-15.1,-8,37.8
YNL167C,5.8721,5.3799,7.5725,3.3293,-0.54619,3.1091,-0.45527,4.2341,0.33,-2.183,-13.3,-2.5,-5.7,-7,-1.6094,-0.67118,-16.2,-6.427,38.8
YIL133C,2.8332,4.1589,6.3969,7.6933,0.25266,2.3418,3.8095,4.6085,0.6,-0.40902,-3.5,-3.5,-3.6,1.6,-1.6094,-0.63688,-13.8,-9.5389,28.3
YIR024C,1.9459,4.2341,6.4785,2.9031,0.38831,1.8083,1.08,4.0604,0.41,-1.8579,-6.5,-6.5,-4.4,-1.3,-1.6094,-0.61845,-16.1,-7.35,32.6
YDL203C,5.1705,5.2781,7.5348,3.4995,-0.7855,1.2238,1.276,4.313,0.34,-2.3361,-4.2,-8.3,1.3,-3.9,-1.6094,-0.56748,-20.4,-8.9623,33.4
YLR215C,4.0943,4.654,6.9875,3.3666,-0.32638,1.0986,1.557,4.2905,0.38,-2.2064,-3.9,-6.1,0,7.7,-1.6094,-0.54462,-15.4,-7.3943,27.7
YOL054W,4.0775,4.2767,7.1074,2.7651,0.25096,0.91629,1.2801,4.151,0.37,-2.0557,-2.5,-3.9,-5.6,-6.9,-1.6094,-0.55836,-17.4,-7.5462,26.3
YFR001W,3.1781,4.2485,6.4216,4.3952,0.46152,1.0647,3.0482,4.1163,0.42,-2.0032,2.3,2.3,-3,-9,-1.6094,-0.7009,-9.9,-6.0421,31.8
YLR335W,3.1355,4.5539,7.6793,4.8884,-0.013577,3.5553,0.34024,5.9035,0.39,-1.8251,-5.3,-5.3,2.1,-10.5,-1.6094,-0.64146,-17,-7.2775,26.6
YJR088C,3.8918,4.8598,6.7788,4.7748,0.21451,2.3795,1.9651,5.9747,0.4,-1.751,-1.1,-3.67,-2.2,-2.1,-1.6094,-0.56882,-15.7,-7.8536,42.7
YBR268W,2.6391,4.5643,5.7621,4.5701,0.41094,1.5686,2.7982,4.7763,0.29,-1.4908,-14.6,-14.6,2.8,5.9,-1.6094,-0.30037,-17.2,-11.133,29.3
YPR083W,3.1781,4.7875,7.4616,2.6824,-0.81676,1.0986,0.80915,4.2836,0.36,-2.4604,-8.7,-8.7,-3.7,0,-1.6094,-0.54091,-15.2,-7.5929,32.7
YOL149W,1.9459,4.7707,6.5453,4.1708,0.053067,1.2238,2.0733,4.9511,0.36,-2.1087,-9.3,-9.3,-12.3,-11.5,-1.6094,-0.67881,-12.1,-6.7455,34.5
YOR046C,3.434,4.2195,7.2786,5.4796,0.051143,3.0155,1.3472,5.9358,0.45,-1.6368,-2.3,0,-4.7,-1.9,-1.6094,-0.71261,-12.4,-7.1128,28
YPR187W,2.7726,4.382,6.1485,5.83,0.15983,1.3083,3.8404,7.1264,0.48,-1.1466,-8.5,-8.5,-11.1,-6.1,-1.6094,-0.59906,-15.1,-8.8071,34.8
YEL018W,1.3863,6.073,6.7334,3.4411,-0.064838,1.4351,0.64112,4.4735,0.33,-1.5516,-8.5,-8.5,-9.3,0.2,-1.6094,-0.43351,-13.6,-8.0462,36.2
YLL022C,5.8861,4.0604,7.0544,3.8208,0.01673,2.8449,0.22336,4.9369,0.39,-2.7678,-7.8,-8.4,-8.1,-4.9,-1.6094,-0.41457,-24.5,-9.4459,36.7
YOL072W,3.091,4.7536,7.2211,2.8633,-0.58403,2.3125,-0.044778,3.989,0.31,-2.3116,-6.7,-6.7,-9.9,3.69,-1.6094,-0.43933,-16.6,-7.7205,37.3
YOL123W,5.9026,4.9273,7.3809,5.3711,0.13088,4.0707,0.52021,7.3097,0.45,-0.8244,-0.2,-7.5,0.8,6.4,1.4351,-0.63891,-22,-8.4231,36.3
YML116W,4.3944,4.8978,7.3957,3.0815,-0.80213,1.0296,2.1695,6.4292,0.34,-2.2462,-7.7,-1.4,-7.8,-4.1,0.18232,-0.59706,-17.4,-9.3792,39.3
YNL220W,4.5109,4.5218,7.1717,5.791,0.18708,2.1633,2.6273,7.5817,0.5,-2.2759,-4.4,-12.2,-1.8,-1.3,-1.6094,-0.6577,-16.6,-9.4476,31
YPR023C,3.6636,4.4308,7.0951,4.5076,-0.37768,1.9169,2.0529,4.1589,0.34,-1.8177,-6.7,-4.2,-7.8,-1.2,-1.6094,-0.46328,-18.3,-9.659,31.7
YPL126W,3.5835,4.6444,7.8977,4.8337,-0.35235,2.681,1.1932,5.8309,0.39,-1.6353,-5.3,-3.1,-4.9,-4.6,-1.6094,-0.54716,-16.2,-7.2489,28
YLR144C,2.8904,4.7274,7.7579,3.5148,-0.40442,3.1655,-0.4136,4.2767,0.37,-2.4569,-1.5,-1.5,-5.3,-5.1,-1.6094,-0.64442,-17.1,-7.8737,31.7
YER163C,1.9459,3.7612,6.5497,4.2051,-0.40673,3.3214,0.464,3.7728,0.32,-2.3036,-9.6,-9.6,-7.3,-6.9,-1.6094,-0.51041,-16,-9.5091,30.9
YGL110C,1.7918,4.5643,7.5364,3.3036,-0.23553,1.8718,0.2499,4.7958,0.38,-2.0092,-0.4,-0.4,-7.1,-6.6,-1.6094,-0.66954,-15.7,-7.477,37.2
YMR241W,4.9767,3.9318,6.8512,5.674,-0.0044051,1.8405,3.0436,6.7769,0.48,-1.4346,-3.4,-3.1,-5.4,1.1,0.78846,-0.56551,-22.3,-10.473,29.9
YPL183C,2.3026,4.3694,8.0203,4.2248,-0.42661,1.6292,1.52,5.0348,0.36,-1.2235,-7.2,-7.2,-8.7,1.1,-1.6094,-0.62176,-15.2,-8.3347,30.7
YPR118W,3.5835,4.2485,7.1196,5.1444,-0.23212,2.3026,2.0103,5.0151,0.4,-2.1821,-9.7,0.6,-6.7,-6.2,-1.6094,-0.65606,-18.8,-9.298,32.4
YMR284W,2.5649,4.5747,7.5005,3.0681,-0.68297,2.2513,0.31811,4.1109,0.38,-3.2702,-9.6,-9.6,-3.9,-6.5,-1.6094,-0.68188,-15.2,-7.3169,16.4
YGR063C,1.7918,4.6444,5.7333,4.756,0.52933,1.5892,3.0373,6.2947,0.33,-1.0139,-5.8,-5.8,-6.3,-6,-1.6094,-0.46117,-22.9,-15.567,43.3
YKR011C,4.6728,4.7274,6.9679,3.4459,0.49515,3.2696,0.028625,4.2195,0.37,-2.4068,2.2,-8,5.96,-0.65,-1.6094,-0.5704,-14.5,-7.85,35.1
YNL044W,4.2627,5.118,6.2748,4.9699,0.11845,2.0412,1.9994,6.69,0.42,-1.5654,-4.7,-5.9,-1.2,-4.7,-1.6094,-0.54572,-12.7,-8.3938,33.6
YDR200C,4.1589,4.8828,7.5038,3.3276,-0.85438,2.5726,0.13993,4.1271,0.36,-2.6824,-3.3,-5.8,-5.1,-4.6,-1.6094,-0.74128,-18.3,-6.4749,32.6
YDR375C,2.9957,4.0604,7.2233,3.484,-0.65965,1.5261,1.4641,3.7917,0.39,-2.4817,-7,-7,-10.2,-10.5,-1.6094,-0.52974,-18,-9.2841,36.6
YKL195W,3.5264,4.852,7.1,4.9586,-0.18366,1.9169,2.5403,4.8095,0.42,-0.75226,2.7,-4.2,-3.6,-4.1,-1.6094,-0.67688,-16.4,-8.8026,30.2
YDR320C,1.7918,4.4773,7.6044,3.6981,-0.17379,2.3224,0.17372,4.9995,0.39,-2.4236,-0.2,-0.2,-0.4,-4.3,-1.6094,-0.5787,-15.8,-6.9508,39
YPL030W,4.0254,4.6634,7.4407,3.9427,-0.18411,0.95551,1.891,5.5026,0.39,-2.0503,-8.8,-1.6,-6.1,0.7,-1.6094,-0.57856,-18.9,-7.7091,35.7
YDR452W,5.0106,3.6109,7.6133,4.7225,-0.70163,2.0919,2.1845,4.119,0.4,-2.3539,-9.7,-8.1,-8,-3.9,0.18232,-0.56365,-16,-7.4259,32.2
YGL225W,3.7136,4.6821,6.9217,5.6578,0.049435,2.3224,2.2442,7.1188,0.46,-2.5485,-7.6,-1.5,-9.2,-5.7,-1.6094,-0.47512,-23.8,-9.2375,45.6
YOR069W,4.3438,4.7362,7.6148,3.8047,-0.017747,2.1282,0.88038,4.7065,0.38,-1.9187,-0.9,-5.9,-3.7,-2.7,-1.6094,-0.59637,-19,-8.5061,36.8
YGR038W,4.9273,4.92,6.5058,4.23,0.23357,1.6094,2.0696,5.4293,0.37,-1.7322,-2.4,-1.6,-2.2,-2.5,0.18232,-0.63633,-14.7,-8.5571,33
YLR378C,5.3181,5.0499,7.2745,5.8784,-0.31694,2.2407,2.1457,7.1221,0.44,-1.5526,-7.5,-3.3,-3.9,-6.4,0.18232,-0.34259,-23.8,-10.77,33.5
YGR156W,4.8978,3.9512,7.1531,3.3776,-0.075474,3.0956,-0.32651,5.2257,0.35,-1.9386,0,-6,-2.2,-6.6,-1.6094,-0.59758,-20.2,-7.1163,32
YGL169W,4.0775,3.0445,7.1554,3.7138,-0.30366,1.3863,1.4926,4.313,0.34,-2.3497,1.8,-3.2,-10.3,-10.3,0.18232,-0.7409,-14.3,-7.9122,37.5
YOL006C,5.5607,5.0689,7.745,4.2577,-0.24117,1.9169,1.3992,4.6217,0.42,-1.6291,-3.3,-6.7,-4.4,-8.8,-1.6094,-0.57649,-14.6,-6.7507,29.4
YDL066W,3.3322,4.5747,7.1601,5.9296,-0.074315,4.0809,1.6079,6.8065,0.49,-2.779,-5.7,-5.7,-4.9,-6.1,-1.6094,-0.45598,-18.1,-9.722,52.4
YLR132C,3.2581,5.9054,6.7719,2.8214,-0.48536,2.0919,-0.32676,4.4543,0.3,-3.52,-10.7,-10.7,-2.3,-15,-1.6094,-0.57025,-15.5,-6.8607,40.4
YDR398W,3.5835,4.5326,7.5663,4.4055,-0.10428,1.0647,2.2208,6.1506,0.42,-1.212,2.4,-4.3,-4.1,-2.7,-1.6094,-0.50809,-14.8,-8.2762,31.6
YLR018C,4.0073,4.6052,6.8024,4.2408,-0.39465,1.1314,2.0936,5.4553,0.32,-1.785,-10.9,-2.8,-7.2,-4.1,-1.6094,-0.3323,-18.3,-8.2714,29.9
YKR085C,2.0794,4.0604,6.3767,4.75,-0.17204,1.5686,2.6438,4.5486,0.37,-1.575,-17.5,-17.5,-8.1,-2.2,-1.6094,-0.49855,-17.5,-8.9111,28.9
YOR234C,2.8332,4.3307,5.7807,7.3517,0.33947,2.4681,3.8948,7.7991,0.62,-0.95451,-3.7,-3.7,0.1,0.5,-1.6094,-0.47944,-17.3,-10.922,24
YKL212W,4.7095,5.5683,7.5348,5.4559,-0.030001,2.8736,1.4483,6.5323,0.42,-1.4325,-9.9,-1.8,-1.8,-6.8,0.18232,-0.51516,-16.1,-9.3869,36.6
YOR212W,4.7095,4.7958,7.1483,4.8261,-0.24489,0.91629,2.7555,4.2767,0.35,-1.4004,-9.3,-1.7,-6.9,-6.4,-1.6094,-0.66528,-14.9,-7.722,31.7
YEL053C,4.2047,4.4188,7.6971,3.4769,-0.79385,1.5892,1.2336,3.912,0.39,-2.7839,-9.8,-10.3,-2.1,-8.4,-1.6094,-0.60701,-16.5,-7.1417,35
YDR158W,3.5553,4.804,7.0012,6.1913,0.49,3.74,2.2296,8.0595,0.53,-1.0765,4.6,-0.6,-5.1,-8.5,-1.6094,-0.56354,-15.6,-9.9543,27.3
YOR164C,2.9444,4.8828,6.8448,5.1098,0.14461,2.8449,1.243,4.4886,0.42,-2.9977,-8.8,-8.8,-13.1,2.8,-1.6094,-0.61291,-12,-7.0633,27.2
YLR429W,3.4657,4.8203,7.5787,5.0131,0.040021,2.1972,2.1022,6.0055,0.41,-1.4727,-16.1,-14.4,-6.6,-5.1,-1.6094,-0.5533,-16.9,-9.8359,34.7
YDR105C,3.912,4.4543,7.2598,3.9497,-0.55486,1.9169,1.3751,5.273,0.34,-2.6255,-6.9,-5.9,3.2,-5.1,-1.6094,-0.59596,-21,-10.157,36.6
YLR098C,1.6094,4.8363,7.574,3.0643,-1.2593,2.0015,0.22139,3.9512,0.37,-2.1379,-4.6,-4.6,-10.2,-16.2,-1.6094,-0.56361,-16.7,-6.8,31
YDL209C,3.0445,5.2679,6.9276,2.9301,-0.27971,0.58779,1.9235,4.1972,0.34,-1.3602,-8.1,-8.1,-13,-2.2,-1.6094,-0.58434,-14.4,-8.0406,42.8
YPL117C,4.585,4.0073,6.765,5.1793,0.4987,2.1518,2.7376,6.7334,0.44,-1.7226,-1,-5.8,-3.9,-3.2,-1.6094,-0.66141,-13.5,-7.3696,33.5
YLR321C,2.3026,5.793,7.1554,3.962,0.38587,1.335,1.7114,5.54,0.41,-2.1005,-5.7,-5.7,-5.1,-8.5,-1.6094,-0.5056,-18.3,-7.4427,31.6
YKL012W,4.0943,4.5433,7.4685,3.6743,-0.77395,1.6487,1.3109,4.0342,0.37,-2.4522,-11,-12.9,-9.6,-7,-1.6094,-0.55451,-21.1,-6.9275,35.1
YLR191W,3.434,4.0604,7.057,3.4775,-0.28337,0.99325,1.8207,4.0943,0.33,-2.5145,-5.2,-5.2,-10.3,-8.6,-1.6094,-0.59626,-15.7,-8.6595,33.3
YJL004C,2.4849,5.6419,6.4167,4.3,-0.18357,2.1282,1.525,4.5747,0.31,-1.8313,-15.5,-15.5,-6,-6.1,-1.6094,-0.63115,-15.5,-7.5632,32
YDL205C,5.2095,5.6836,6.8916,4.6015,-0.25468,1.3863,1.9164,5.3845,0.4,-1.814,-6.6,-6.2,-6.7,-5.2,-1.6094,-0.53378,-25.1,-9.7581,42
YMR016C,5.7557,4.9053,7.7656,3.6225,-0.4386,1.4351,1.7903,5.0793,0.34,-1.8401,-2.5,-3.1,-3.2,-14.8,-1.6094,-0.60648,-13.3,-6.4597,35.4
YOL052C,2.5649,4.7274,7.0825,4.3034,0.09106,2.2721,0.90798,6.0014,0.39,-1.4053,-2.4,-2.4,-4,-1.4,-1.6094,-0.30368,-16.3,-8.5184,32.4
YDL178W,3.2189,4.2485,7.3734,4.1425,-0.085165,1.7405,2.54,5.6595,0.42,-1.9072,-9.3,-9.3,-0.7,-0.6,-1.6094,-0.61642,-23.4,-9.3192,25.2
YGL200C,3.1355,4.6728,6.4167,6.0857,0.12876,3.0155,2.1285,6.4734,0.43,-1.5042,-8.1,-8.1,-0.1,-7.5,-1.6094,-0.34467,-11.2,-8.1579,32
YBR120C,4.2341,4.0943,6.1924,3.6449,0.27566,1.7579,1.2258,5.3644,0.39,-2.6897,-5.5,-1.5,1.7,-2.2,-1.6094,-0.67512,-13.9,-7.8,32.2
YPR189W,3.6109,4.8363,8.3661,4.2322,-0.34449,3.4751,-0.14847,5.1571,0.38,-2.0557,-3,-2.4,-5.7,2.3,-1.6094,-0.67367,-17.3,-7.977,29
